name,official_url,emails,phones,linkedin,facebook,whatsapp,other_socials,forms,people_pages,sources,errors
OTB Ventures,https://otb.vc/,contact@otb.vc,,https://www.linkedin.com/company/otb-ventures/mycompany/?viewAsMember=true,,,https://x.com/otb_ventures,https://otb.vc/contact/,https://otb.vc/about/ | https://otb.vc/people/ | https://otb.vc/people/adam-niewinski/ | https://otb.vc/people/alicja-glinka/ | https://otb.vc/people/anna-mleko/ | https://otb.vc/people/anna-slotala/ | https://otb.vc/people/general-rajmund-t-andrzejczak/ | https://otb.vc/people/gregory-jankilevitsch/ | https://otb.vc/people/ignacy-drzewiecki/ | https://otb.vc/people/jeremy-teboul/ | https://otb.vc/people/karol-szubstarski/ | https://otb.vc/people/karolina-czerwinska-czaplicka/ | https://otb.vc/people/katarzyna-zwolanowska/ | https://otb.vc/people/kateryna-lopatynska/ | https://otb.vc/people/kris-palucki/ | https://otb.vc/people/maciej-zasada/ | https://otb.vc/people/marcin-hejka/ | https://otb.vc/people/patrycja-werner/ | https://otb.vc/people/paula-zarebska/ | https://otb.vc/people/szymon-pinczewski/ | https://otb.vc/people/wojtek-walniczek/,https://otb.vc/ | https://otb.vc/people/,https://otb.vc/kontakt/: HTTP Error 404: Not Found | https://otb.vc/kontakt: HTTP Error 404: Not Found
3TS Capital Partners,https://3tscapital.com/,info@3tscapital.com,,,,,,,,https://www.3tscapital.com/ | https://www.3tscapital.com/contact,https://www.3tscapital.com/kontakt: HTTP Error 404: Not Found | https://www.3tscapital.com/team/: HTTP Error 404: Not Found | https://www.3tscapital.com/kontakt/: HTTP Error 404: Not Found
Speedinvest,https://www.speedinvest.com/,,,https://www.linkedin.com/company/speedinvest,,,https://twitter.com/speedinvest | https://www.youtube.com/user/speedinvestcom,,https://www.speedinvest.com/knowledge/from-30-people-to-1-5-million-members-tides-playbook-for-scaling-fast | https://www.speedinvest.com/team | https://www.speedinvest.com/team-members/alex-davis | https://www.speedinvest.com/team-members/alexander-gruber | https://www.speedinvest.com/team-members/alienor-bosse | https://www.speedinvest.com/team-members/alvaro-perezcano | https://www.speedinvest.com/team-members/anastasiia-grushina | https://www.speedinvest.com/team-members/andjela-milenkovic | https://www.speedinvest.com/team-members/andrea-zitna | https://www.speedinvest.com/team-members/andreas-schwarzenbrunner | https://www.speedinvest.com/team-members/artem-zhuravlev | https://www.speedinvest.com/team-members/aryan-bhargove | https://www.speedinvest.com/team-members/augustine-groebacher-chen | https://www.speedinvest.com/team-members/callum-burroughs | https://www.speedinvest.com/team-members/cecilia-hoyos | https://www.speedinvest.com/team-members/daniel-keiper-knorr | https://www.speedinvest.com/team-members/daria-gherghelas | https://www.speedinvest.com/team-members/deepali-nangia | https://www.speedinvest.com/team-members/derek-schwung | https://www.speedinvest.com/team-members/edmundo-pichardo | https://www.speedinvest.com/team-members/estelle-salomon | https://www.speedinvest.com/team-members/florian-obst | https://www.speedinvest.com/team-members/frederik-hagenauer | https://www.speedinvest.com/team-members/heinrich-groller | https://www.speedinvest.com/team-members/hugues-le-maire | https://www.speedinvest.com/team-members/ioanna-chrysanthou | https://www.speedinvest.com/team-members/jeremy-crider | https://www.speedinvest.com/team-members/jeroen-arts | https://www.speedinvest.com/team-members/julie-forel | https://www.speedinvest.com/team-members/julien-leze | https://www.speedinvest.com/team-members/laurens-w-a-asamoah | https://www.speedinvest.com/team-members/lawrence-kilian | https://www.speedinvest.com/team-members/liam-mccombe | https://www.speedinvest.com/team-members/lorenz-marek | https://www.speedinvest.com/team-members/lukas-huber | https://www.speedinvest.com/team-members/lukas-slameczka | https://www.speedinvest.com/team-members/lukas-steindl | https://www.speedinvest.com/team-members/marie-helene-ametsreiter | https://www.speedinvest.com/team-members/markus-lang | https://www.speedinvest.com/team-members/martin-laure | https://www.speedinvest.com/team-members/mathilde-valin | https://www.speedinvest.com/team-members/may-britt-mohnke | https://www.speedinvest.com/team-members/melanie-repolust | https://www.speedinvest.com/team-members/miriam-feyer | https://www.speedinvest.com/team-members/muhammad-altamish-farhat | https://www.speedinvest.com/team-members/nina-ehrenreich | https://www.speedinvest.com/team-members/nora-frizberg | https://www.speedinvest.com/team-members/oliver-holle | https://www.speedinvest.com/team-members/patricia-raducan | https://www.speedinvest.com/team-members/paula-schumacher | https://www.speedinvest.com/team-members/philipp-stangl | https://www.speedinvest.com/team-members/rana-abdel-latif | https://www.speedinvest.com/team-members/ranka-teodorovic-milasin | https://www.speedinvest.com/team-members/robert-lang | https://www.speedinvest.com/team-members/sameer-singh | https://www.speedinvest.com/team-members/simone-stasi | https://www.speedinvest.com/team-members/stefan-klestil | https://www.speedinvest.com/team-members/szabina-szogyi | https://www.speedinvest.com/team-members/tara-scholler-burke | https://www.speedinvest.com/team-members/tom-f-lesche | https://www.speedinvest.com/team-members/tyrza-nanlohij | https://www.speedinvest.com/team-members/valerii-mikheev | https://www.speedinvest.com/team-members/varun-rekhi | https://www.speedinvest.com/team-members/vince-stampay-komesz | https://www.speedinvest.com/team-members/werner-zahnt | https://www.speedinvest.com/team-members/will-wells | https://www.speedinvest.com/team-members/wissam-nasreddine | https://www.speedinvest.com/team-members/young-sohn | https://www.speedinvest.com/team-members/zaya-mandakhbayar,https://www.speedinvest.com/ | https://www.speedinvest.com/network-and-portfolio-success | https://www.speedinvest.com/team,https://www.speedinvest.com/contact/: HTTP Error 404: Not Found | https://www.speedinvest.com/apply/: HTTP Error 404: Not Found
SMOK Ventures,https://www.smok.vc/,borys@smok.vc | diana@smok.vc | sasha@smok.vc | smok@smok.vc | sonia@smok.vc | tomasz.koscielniak@smok.vc,,https://www.linkedin.com/company/smok-ventures/ | https://www.linkedin.com/in/tomaszbednarski/,https://www.facebook.com/Tomasz.m.bednarski | https://www.facebook.com/smokventures/,,https://twitter.com/smokvc | https://twitter.com/tomek_bednarski | https://www.youtube.com/watch?v=L16AdRTbHwk,https://www.smok.vc/contact-us/ | https://www.smok.vc/top-pre-seed-vc-investors-worth-pitching-in-poland-2026/,https://www.smok.vc/team/ | https://www.smok.vc/team/borys-musielak/ | https://www.smok.vc/team/dan-bragiel/ | https://www.smok.vc/team/diana-koziarska/ | https://www.smok.vc/team/oleksandr-yatsenko/ | https://www.smok.vc/team/paul-bragiel/ | https://www.smok.vc/team/sonia-piorek-2/ | https://www.smok.vc/team/tomasz-bednarski/ | https://www.smok.vc/team/tomasz-koscielniak/,https://www.smok.vc/ | https://www.smok.vc/portfolios/mos-health/ | https://www.smok.vc/portfolios/principle/ | https://www.smok.vc/portfolios/pstryk/ | https://www.smok.vc/team/tomasz-bednarski/,
Index Ventures,https://www.indexventures.com/,,,https://www.linkedin.com/company/index-ventures,,,https://x.com/indexventures,https://www.indexventures.com/contact-us/,https://www.indexventures.com/team/,https://www.indexventures.com/,https://www.indexventures.com/contact/: HTTP Error 404: Not Found | https://www.indexventures.com/apply/: HTTP Error 404: Not Found | https://www.indexventures.com/contact: HTTP Error 404: Not Found
Atomico,https://atomico.com/,,,,,,,,,,https://atomico.com/: HTTP Error 429: Too Many Requests | https://atomico.com/contact: HTTP Error 429: Too Many Requests | https://atomico.com/kontakt/: HTTP Error 429: Too Many Requests | https://atomico.com/team: HTTP Error 429: Too Many Requests | https://atomico.com/contact/: HTTP Error 429: Too Many Requests
Earlybird Venture Capital,https://earlybird.com/,,,https://www.linkedin.com/company/earlybird-venture-capital,,,https://www.instagram.com/earlybirdvc/?hl=en | https://x.com/EarlybirdVC,https://earlybird.com/contact-us,https://earlybird.com/about-us,https://earlybird.com/ | https://earlybird.com/about-us,https://earlybird.com/team: HTTP Error 404: Not Found | https://earlybird.com/apply: HTTP Error 404: Not Found | https://earlybird.com/contact: HTTP Error 404: Not Found
ABB Technology Ventures,https://global.abb/group/en/technology/ventures,,,,,,,,,https://www.abb.com/global/en/company/ventures,https://www.abb.com/apply: HTTP Error 404: Not Found | https://www.abb.com/apply/: HTTP Error 404: Not Found | https://www.abb.com/team/: HTTP Error 404: Not Found
V-Sharp Venture Studio,https://www.vsharp.vc/,,,https://www.linkedin.com/in/michalmensik/ | https://www.linkedin.com/in/radek-musil-87747028/ | https://www.linkedin.com/in/zdeneksoustal/,,,,https://www.vsharp.vc/apply/ | https://www.vsharp.vc/contact | https://www.vsharp.vc/contact/,,https://www.vsharp.vc/ | https://www.vsharp.vc/apply/ | https://www.vsharp.vc/contact | https://www.vsharp.vc/contact/,
Air Ventures,https://www.airventures.eu/,analyst@airventures.eu | info@airventures.eu,,https://www.linkedin.com/company/airvcs/,https://www.facebook.com/airvcs/,,https://www.crunchbase.com/organization/air-ventures-2,,,https://airventures.eu/ | https://airventures.eu/wp-content/plugins/wpb-portfolio/inc/../assets/css/font-awesome.min.css?ver=4.2.0 | https://airventures.eu/wp-content/plugins/wpb-portfolio/inc/../assets/css/main.css?ver=1.0,https://airventures.eu/apply: HTTP Error 404: Not Found | https://airventures.eu/contact: HTTP Error 404: Not Found
Vesna Capital,https://vesna.capital/,edu@readymag.com | hello@readymag.com | no-reply@readymag.com | support@readymag.com,,,,,,,,https://vesna.capital/,
Neulogy Ventures,https://neulogy.vc/,,,https://www.linkedin.com/company/neulogy-ventures/ | https://www.linkedin.com/in/dusan-koutny/ | https://www.linkedin.com/in/jaroslav-lupt%C3%A1k-4a67778/,https://www.facebook.com/NeulogyVentures,,https://twitter.com/Deloitte | https://twitter.com/Jihomoravsky_kr | https://twitter.com/MatsukoCompany/status/1753165444062531670 | https://twitter.com/NeulogyVC | https://twitter.com/NeulogyVC/status/1723081264545006060 | https://twitter.com/NeulogyVC/status/1755369004787458386 | https://twitter.com/NeulogyVC/status/1755369055014240728 | https://twitter.com/NeulogyVC/status/1755665864118964522 | https://twitter.com/NeulogyVC/status/1755665902899466278 | https://twitter.com/NeulogyVC/status/1793931946931962147 | https://twitter.com/OliverDlouhy | https://twitter.com/StartupsCZ | https://twitter.com/brnomycity | https://twitter.com/certn | https://twitter.com/czechcrunch | https://twitter.com/figma | https://twitter.com/hlavenkajiri | https://twitter.com/karelobluk | https://twitter.com/search?q=Persoo | https://twitter.com/search?q=challenge | https://twitter.com/search?q=havelpartners | https://twitter.com/search?q=news | https://twitter.com/search?q=videopodcast | https://twitter.com/trustmaticHQ | https://twitter.com/zigus | https://www.crunchbase.com/organization/neulogy-ventures | https://www.youtube.com/channel/UCU4Z0bJyY3G2W-ECfDwVt6A/videos | https://x.com/trustmaticHQ/status/1722562807768441307/photo/1 | https://x.com/vectary/status/1755247056703156557/video/1,https://neulogy.vc/contact | https://neulogy.vc/contact/,https://neulogy.vc/about-us/ | https://neulogy.vc/team/jaroslav-luptak/,https://neulogy.vc/ | https://neulogy.vc/portfolio/ | https://neulogy.vc/portfolio/biteberry/,https://neulogy.vc/team/: HTTP Error 404: Not Found | https://neulogy.vc/kontakt: HTTP Error 404: Not Found
Karma Ventures,https://karma.vc/,good@karma.vc,,https://www.linkedin.com/company/karma-ventures | https://www.linkedin.com/company/karma-ventures/posts/?feedView=all | https://www.linkedin.com/in/kristjanlaanemaa/ | https://www.linkedin.com/in/linda-võeras/ | https://www.linkedin.com/in/margusuudam/ | https://www.linkedin.com/in/marianne-k-23b9177a/ | https://www.linkedin.com/in/riin-vahk/ | https://www.linkedin.com/in/sijia-du/ | https://www.linkedin.com/in/tommiuhari/,,,https://www.crunchbase.com/organization/hantro-products-oy | https://www.crunchbase.com/organization/joltid | https://www.spacex.com/,https://www.karma.vc/contact,https://about.google/company-info/ | https://www.karma.vc/people | https://www.meta.com/about/company-info/ | https://www.pipedrive.com/en/about,https://www.karma.vc/ | https://www.karma.vc/contact | https://www.karma.vc/people,https://www.karma.vc/apply/: HTTP Error 404: Not Found | https://www.karma.vc/kontakt/: HTTP Error 404: Not Found
Market One Capital,https://moc.vc/,marketing@moc.vc | office@moc.vc,,https://linkedin.com/in/%C5%82ukasz-pawlik/ | https://linkedin.com/in/adam-janczewski-5362995a/?originalSubdomain=pl | https://linkedin.com/in/alexandrostrimis/ | https://linkedin.com/in/alinaprelicz | https://linkedin.com/in/andrew-tkachiv/ | https://linkedin.com/in/arkadiuszwasilonek/ | https://linkedin.com/in/aspalekka/ | https://linkedin.com/in/bardek/ | https://linkedin.com/in/ben-bauer/ | https://linkedin.com/in/butko/ | https://linkedin.com/in/cdkraan/ | https://linkedin.com/in/daniel-wartolowski/ | https://linkedin.com/in/danielkierdal/ | https://linkedin.com/in/emanuel-steininger-749010100/ | https://linkedin.com/in/faldin/ | https://linkedin.com/in/hanno-lippitsch-a9b11957/ | https://linkedin.com/in/jakubzielinski/ | https://linkedin.com/in/jblessin/ | https://linkedin.com/in/josemanuelroldan/ | https://linkedin.com/in/juanrubiolopez/ | https://linkedin.com/in/kosowski/ | https://linkedin.com/in/kpkwiatkowski/ | https://linkedin.com/in/krzysztofchudzik/ | https://linkedin.com/in/ksorger/ | https://linkedin.com/in/kuchar/ | https://linkedin.com/in/leszekzawadzki | https://linkedin.com/in/louiscollarsmith/?originalSubdomain=uk | https://linkedin.com/in/lucaongaro/ | https://linkedin.com/in/luis-garc%C3%ADa-d%C3%ADez-09232a31/ | https://linkedin.com/in/ma%C5%82gorzata-ohme-7b2950208/ | https://linkedin.com/in/maarten-e-546149186/ | https://linkedin.com/in/maciekz/ | https://linkedin.com/in/mateuszromanowski/ | https://linkedin.com/in/matthias-laug-b6a91371/ | https://linkedin.com/in/mpuetz/ | https://linkedin.com/in/mwozniczko/ | https://linkedin.com/in/nadim-el-manawy/ | https://linkedin.com/in/nuno-rodrigues-b1b31451/ | https://linkedin.com/in/octaviuya | https://linkedin.com/in/oliver-ruschpler-33b43712/ | https://linkedin.com/in/patrykkabaj/ | https://linkedin.com/in/pawel-tatarczuk | https://linkedin.com/in/philipp-braunsberger-a5579067/ | https://linkedin.com/in/plona/ | https://linkedin.com/in/psmol/ | https://linkedin.com/in/ralfwenzel/ | https://linkedin.com/in/rogerllovethom/ | https://linkedin.com/in/rossknap/ | https://linkedin.com/in/ruibento/ | https://linkedin.com/in/savvasgeorgiou/ | https://linkedin.com/in/stefan-feirer-b9a53271/ | https://linkedin.com/in/svengrajetzki/ | https://linkedin.com/in/szymon-pawlik-834b664/ | https://linkedin.com/in/thomjenkins/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAARKyu4BIm5XIUkTM1YTjvkoaTSvoJiCZOo | https://linkedin.com/in/tymczyna/ | https://linkedin.com/in/uwe-h-f-hoelzer-a8a89567/ | https://linkedin.com/in/will-monk-3782a9a8/ | https://linkedin.com/in/wojciechciolko/ | https://linkedin.com/in/wojciechsadowski/ | https://www.linkedin.com/company/m1c/ | https://www.linkedin.com/in/agata-krawiec-rokita/ | https://www.linkedin.com/in/aish-agarwal-5bb0151a/ | https://www.linkedin.com/in/alexander-l-67494b109/ | https://www.linkedin.com/in/alexanderkostadinov/ | https://www.linkedin.com/in/alexanderrlamb/ | https://www.linkedin.com/in/appert/ | https://www.linkedin.com/in/bartekmajewski/ | https://www.linkedin.com/in/bnyra/ | https://www.linkedin.com/in/borja-balle-b616751b/ | https://www.linkedin.com/in/charlotte-dryander/ | https://www.linkedin.com/in/daniel-arenas-rivera/ | https://www.linkedin.com/in/den-stepanov/ | https://www.linkedin.com/in/hans-juergen-griesbacher/?locale=en_US | https://www.linkedin.com/in/ignacio-gamoneda-lasa-92828167/ | https://www.linkedin.com/in/ignas-survila-b0522718/ | https://www.linkedin.com/in/julienquintard/?originalSubdomain=fr | https://www.linkedin.com/in/justinas-baranovskis-75283ba0/ | https://www.linkedin.com/in/kamil-warulik-30590713/ | https://www.linkedin.com/in/kestutis-ramoskevicius-47223116/ | https://www.linkedin.com/in/laurynas-jokubaitis-2b460248/ | https://www.linkedin.com/in/lawrence-leuschner-8112776/ | https://www.linkedin.com/in/matas-olendra-0734479b/ | https://www.linkedin.com/in/mateusz-godala/ | https://www.linkedin.com/in/mateuszwaligorski/ | https://www.linkedin.com/in/mathias-mouats-45b14a182/ | https://www.linkedin.com/in/miguel-rasero/ | https://www.linkedin.com/in/mindaugasapanavicius | https://www.linkedin.com/in/ncarmont/ | https://www.linkedin.com/in/nico-haltmayer-479523137/ | https://www.linkedin.com/in/oleg-lopeta-49859b1b8/ | https://www.linkedin.com/in/pavelpenchev/ | https://www.linkedin.com/in/quentin-hocquet-27a3224/ | https://www.linkedin.com/in/rafael-suchan/ | https://www.linkedin.com/in/ricardo-ghekiere/ | https://www.linkedin.com/in/sebastian-brenner-925b981/ | https://www.linkedin.com/in/sebastian-riegelbauer/ | https://www.linkedin.com/in/stamirowska/ | https://www.linkedin.com/in/steve-belka%C3%A7emi-9247b3195/ | https://www.linkedin.com/in/wisniewskipiotr/,,,https://twitter.com/market1capital | https://www.crunchbase.com/organization/market-one-capital,,https://about.ovoko.com/ | https://www.moc.vc/team,https://www.moc.vc/ | https://www.moc.vc/portfolio,https://www.moc.vc/kontakt/: HTTP Error 404: Not Found | https://www.moc.vc/contact: HTTP Error 404: Not Found
Fil Rouge Capital,https://www.filrougecapital.com/,info@filrougecapital.com | reassessme@filrougecapital.com,,https://www.linkedin.com/company/fil-rouge-capital,https://www.facebook.com/filrougecapital,,https://x.com/filrougecapital,https://apply.filrougecapital.com/client/simpleform/singleentryshort | https://fricv3.filrougecapital.com/apply | https://www.filrougecapital.com/contact,https://www.filrougecapital.com/blog-post/talking-about-being-rejected | https://www.filrougecapital.com/team | https://www.filrougecapital.com/team/ales-pustovrh | https://www.filrougecapital.com/team/ana-bognar | https://www.filrougecapital.com/team/anica-bagaric | https://www.filrougecapital.com/team/biserka-domazet | https://www.filrougecapital.com/team/julien-coustaury | https://www.filrougecapital.com/team/matei-dumitrescu | https://www.filrougecapital.com/team/mili-ibrulj | https://www.filrougecapital.com/team/roger-blott | https://www.filrougecapital.com/team/stevica-kuharski | https://www.filrougecapital.com/team/tihana-vujcic,https://www.filrougecapital.com/ | https://www.filrougecapital.com/contact | https://www.filrougecapital.com/team,https://www.filrougecapital.com/kontakt: HTTP Error 404: Not Found | https://www.filrougecapital.com/kontakt/: HTTP Error 404: Not Found
Genesis Capital,https://www.genesis.cz/,genesis@genesis.cz | growth@genesis.cz,+420 271 740 207,,,,,,,https://www.genesis.cz/ | https://www.genesis.cz/kontakt,https://www.genesis.cz/team: HTTP Error 500: Internal Server Error | https://www.genesis.cz/team/: HTTP Error 500: Internal Server Error
ARX Equity Partners,https://www.arxequity.com/,praha@arxequity.com | warszawa@arxequity.com,+420 22 423 5399 | 602 451 284 | </span>&nbsp;+48 602 451 284</p> <p><span></span>&nbsp;</p> <p><span>Email:</span> <a href=,,,,,https://www.arxequity.com/contact/,https://www.arxequity.com/about-arx/ | https://www.arxequity.com/team/,https://www.arxequity.com/ | https://www.arxequity.com/pl/kontakt/ | https://www.arxequity.com/team/,https://www.arxequity.com/apply/: HTTP Error 404: Not Found
Mid Europa Partners,https://www.mideuropa.com/,,,https://www.linkedin.com/company/mid-europa-partners,,,,https://mideuropa.com/media-contacts/,https://mideuropa.com/about/ | https://mideuropa.com/about/sectors/ | https://mideuropa.com/about/value-creation/ | https://mideuropa.com/news/intive-developing-people-centric-digital-products-to-positively-impact-society/ | https://mideuropa.com/team/,https://mideuropa.com/ | https://mideuropa.com/sustainability/our-portfolio/,https://mideuropa.com/contact: HTTP Error 404: Not Found | https://mideuropa.com/kontakt/: HTTP Error 404: Not Found | https://mideuropa.com/kontakt: HTTP Error 404: Not Found
Hartenberg Capital,https://www.hartenbergcapital.com/,info@hartenbergcapital.com,+420 245 501 180 | +420245501180,,,,,,https://hartenbergcapital.com/about | https://hartenbergcapital.com/team | https://www.hartenbergcapital.com/about | https://www.hartenbergcapital.com/team,https://www.hartenbergcapital.com/ | https://www.hartenbergcapital.com/about | https://www.hartenbergcapital.com/team,https://www.hartenbergcapital.com/contact/: HTTP Error 404: Not Found | https://www.hartenbergcapital.com/contact: HTTP Error 404: Not Found
R2G,https://www.r2g.cz/,,,,,,,,,https://r2g.cz/ | https://r2g.cz/contact/,https://r2g.cz/team/: HTTP Error 404: Not Found | https://r2g.cz/apply/: HTTP Error 404: Not Found
PPF Group,https://www.ppf.eu/,apply@clear.bank | images@ppf.cz | info@airbank.cz | info@akcieo2.cz | info@cetin.cz | info@czechtoll.cz | info@homecredit.eu | info@ppf.cz | info@ppf.eu | info@ppfa4.eu | info@ppfbanka.cz | info@ppfreal.com | info@ppfrealholding.com | info@tanemo.eu | lagner@ppf.cz | media@ppf.eu | officebanka@yettelbank.rs | partnering@sctbio.com | rousek@ppf.cz | sales@embedit.com | sotio@sotio.com | transportation@skoda.cz | u003eimages@ppf.cz | u003einfo@tanemo.eu | u003emedia@ppf.eu,+ 420 224 174 214 | + 420 224 174 610 | +31208813120 | +420 222 244 255 | +420 224 174 555 | +420 224 174 610 | +420 224 174 612 | +420 224 174 777 | +420 224 175 100 | +420 224 175 111 | +420 224 175 980 | +420 238 461 111 | +420222244255 | +420224174214 | +420224174555 | +420224174777 | +420224175100 | +420224175111 | +420238461111 | +4402031112370,https://linkedin.com/company/ppf,,,https://twitter.com/SkupinaPPF,https://www.ppf.eu/api/switch-locale?locale=en&url=contacts,,https://www.ppf.eu/ | https://www.ppf.eu/kontakty/spolecnosti-skupiny-ppf | https://www.ppf.eu/pro-media/kontakt-pro-media,https://www.ppf.eu/team/: HTTP Error 404: Not Found | https://www.ppf.eu/contact: HTTP Error 404: Not Found
Penta Investments,https://www.pentainvestments.com/,,+35725733104 | +35725733135 | +420 225 101 102 | +420 225 101 110 | +420 704 851 348 | +420225101110 | +420225101160 | +421 2 5 77 88 188 | +421 2 57788 050 | +421 2 57788 111 | +421 918 707 252 | +421257788050 | +421257788111 | +48225023222 | +48225023223,https://www.linkedin.com/company/penta-investments/,https://www.facebook.com/PentaInvestments,,https://www.instagram.com/penta_investments/ | https://www.youtube.com/@PentaInvestmentsOfficial,https://www.pentainvestments.com/en/contacts/,https://www.pentainvestments.com/en/about-us/,https://www.pentainvestments.com/en/ | https://www.pentainvestments.com/en/contacts/,https://www.pentainvestments.com/apply/: HTTP Error 404: Not Found | https://www.pentainvestments.com/team/: HTTP Error 404: Not Found
ESPIRA Investments,https://www.espirainvestments.com/,info@espirainvestments.com,+420 210 111 600 | +420 222 263 815,https://www.linkedin.com/company/espira-investments/,,,https://www.crunchbase.com/organization/espira-investments,,http://www.espirainvestments.com/team/ | https://cvca.cz/en/about-us/ | https://www.espirainvestments.com/team/,https://www.espirainvestments.com/ | https://www.espirainvestments.com/team/,https://www.espirainvestments.com/kontakt: HTTP Error 404: Not Found | https://www.espirainvestments.com/contact: HTTP Error 404: Not Found
Národní rozvojová banka,https://www.nrb.cz/,info@nrb.cz,255 721 111 | 255721111,https://www.linkedin.com/company/nrbcz/ | https://www.linkedin.com/cws/share?url=https://www.nrb.cz/pribehy/kontaktni-systemy-firmy-hronovsky-se-montuji-do-aut-temer-po-celem-svete/,https://www.facebook.com/NRBCZ | https://www.facebook.com/sharer/sharer.php?u=https://www.nrb.cz/pribehy/kontaktni-systemy-firmy-hronovsky-se-montuji-do-aut-temer-po-celem-svete/,,https://twitter.com/NRBCZ | https://twitter.com/home?status=https://www.nrb.cz/pribehy/kontaktni-systemy-firmy-hronovsky-se-montuji-do-aut-temer-po-celem-svete/ | https://www.youtube.com | https://www.youtube.com/channel/UCmDn5B_53LvDDtIi91THS0w,,,https://www.nrb.cz/ | https://www.nrb.cz/o-nas/o-nrb/verejne-zakazky/ | https://www.nrb.cz/pribehy/kontaktni-systemy-firmy-hronovsky-se-montuji-do-aut-temer-po-celem-svete/,https://www.nrb.cz/apply: HTTP Error 404: Not Found | https://www.nrb.cz/apply/: HTTP Error 404: Not Found
European Investment Fund,https://www.eif.org/,info@eif.org,,https://www.linkedin.com/company/european-investment-fund/ | https://www.linkedin.com/posts/european-investment-fund_skills-education-investeu-activity-7450070828605399040-WlBQ?utm_source=share&utm_medium=member_desktop&rcm=ACoAACbpO5IBBj62quLcSHF9Fskc-_l9CnoDV9o,,,https://www.instagram.com/eif4smes/ | https://www.youtube.com/@EuropeanInvestmentFund | https://www.youtube.com/watch?v=19jDnU0Mm_I | https://www.youtube.com/watch?v=3v49b7QWUKk | https://x.com/EIF_EU,https://www.eif.org/contacts/index,https://www.eib.org/en/about/at-a-glance/index | https://www.eif.org/about-us/awards | https://www.eif.org/about-us/leadership-and-people | https://www.eif.org/about-us/our-governance/overview | https://www.eif.org/about-us/we-are-the-eif | https://www.eif.org/about-us/what-drives-us,https://www.eif.org/ | https://www.eif.org/about-us/we-are-the-eif,https://www.eif.org/kontakt: HTTP Error 404: Not Found | https://www.eif.org/contact/: HTTP Error 404: Not Found | https://www.eif.org/apply: HTTP Error 404: Not Found
