name,official_url,emails,phones,linkedin,facebook,whatsapp,other_socials,forms,people_pages,sources,errors
KB SmartSolutions,https://www.kbsmart.cz/,katarina.ondrovicova@kbsmart.cz | tomas.michalek@kbsmart.cz,,http://www.linkedin.com/in/petr-kunc-a32812300 | https://www.linkedin.com/company/kbsmart/ | https://www.linkedin.com/in/cernyjiri/ | https://www.linkedin.com/in/david-musil-65987277/ | https://www.linkedin.com/in/jan-hanu%C5%A1-154288a/ | https://www.linkedin.com/in/jaroslav-v%C3%ADch-76344892/ | https://www.linkedin.com/in/katarina-ondrovicova/ | https://www.linkedin.com/in/lastuvka/ | https://www.linkedin.com/in/lubosmalik/ | https://www.linkedin.com/in/patrik-novy-2098793/ | https://www.linkedin.com/in/pavel-rothbauer-6204b86a/ | https://www.linkedin.com/in/petr-volny/ | https://www.linkedin.com/in/pkalanyos/ | https://www.linkedin.com/in/pribyljiri/ | https://www.linkedin.com/in/tmichalek/ | https://www.linkedin.com/in/tomas-fila-126a4b30/ | https://www.linkedin.com/pulse/komer%C4%8Dn%C3%AD-banka-m%C3%A1-finbricksem-n%C3%A1skok-na-rostouc%C3%ADm-trhu-open-bankingu-grehe/,,,,,,https://www.kbsmart.cz/ | https://www.kbsmart.cz/napsali-o-nas/,https://www.kbsmart.cz/team: HTTP Error 404:  | https://www.kbsmart.cz/contact: HTTP Error 404: 
Inovo VC,https://inovo.vc/,michal.scipiodelcampo@inovo.vc,,https://www.linkedin.com/in/dawid-sugier/ | https://www.linkedin.com/in/klasota/ | https://www.linkedin.com/in/malyszmaciej/ | https://www.linkedin.com/in/mrokosz/ | https://www.linkedin.com/in/skrstevski/ | https://www.linkedin.com/in/tomaszswieboda/ | https://www.linkedin.com/in/zuzannakompowska/,,,,,https://inovo.vc/team | https://inovo.vc/team/dealteam/dawid-sugier | https://inovo.vc/team/dealteam/karol-lasota | https://inovo.vc/team/dealteam/maciej-maysz | https://inovo.vc/team/dealteam/micha-rokosz | https://inovo.vc/team/dealteam/tomasz-swieboda | https://inovo.vc/team/dealteam/zuzanna-kompowska | https://inovo.vc/team/enablers/daria-meysztowicz | https://inovo.vc/team/enablers/sebastian-czerwiski | https://inovo.vc/team/micha-scipio-del-campo | https://inovo.vc/team/page-2 | https://inovo.vc/team/paulina-motty | https://inovo.vc/team/venture-partners/ariel-finkelstein,https://inovo.vc/ | https://inovo.vc/team,https://inovo.vc/contact: HTTP Error 404: Not Found | https://inovo.vc/contact/: HTTP Error 404: Not Found | https://inovo.vc/apply: HTTP Error 404: Not Found
OTB Ventures,https://otb.vc/,contact@otb.vc,,https://www.linkedin.com/company/otb-ventures/mycompany/?viewAsMember=true,,,https://x.com/otb_ventures,https://otb.vc/contact/,https://otb.vc/about/ | https://otb.vc/people/ | https://otb.vc/people/adam-niewinski/ | https://otb.vc/people/alicja-glinka/ | https://otb.vc/people/anna-mleko/ | https://otb.vc/people/anna-slotala/ | https://otb.vc/people/general-rajmund-t-andrzejczak/ | https://otb.vc/people/gregory-jankilevitsch/ | https://otb.vc/people/ignacy-drzewiecki/ | https://otb.vc/people/jeremy-teboul/ | https://otb.vc/people/karol-szubstarski/ | https://otb.vc/people/karolina-czerwinska-czaplicka/ | https://otb.vc/people/katarzyna-zwolanowska/ | https://otb.vc/people/kateryna-lopatynska/ | https://otb.vc/people/kris-palucki/ | https://otb.vc/people/maciej-zasada/ | https://otb.vc/people/marcin-hejka/ | https://otb.vc/people/patrycja-werner/ | https://otb.vc/people/paula-zarebska/ | https://otb.vc/people/szymon-pinczewski/ | https://otb.vc/people/wojtek-walniczek/,https://otb.vc/ | https://otb.vc/contact/ | https://otb.vc/people/,https://otb.vc/kontakt/: HTTP Error 404: Not Found
3TS Capital Partners,https://3tscapital.com/,info@3tscapital.com,,,,,,,,https://www.3tscapital.com/ | https://www.3tscapital.com/contact,https://www.3tscapital.com/team: HTTP Error 404: Not Found | https://www.3tscapital.com/apply/: HTTP Error 404: Not Found
Speedinvest,https://www.speedinvest.com/,,,https://www.linkedin.com/company/speedinvest,,,https://twitter.com/speedinvest | https://www.youtube.com/user/speedinvestcom,,https://www.speedinvest.com/knowledge/from-30-people-to-1-5-million-members-tides-playbook-for-scaling-fast | https://www.speedinvest.com/team | https://www.speedinvest.com/team-members/alex-davis | https://www.speedinvest.com/team-members/alexander-gruber | https://www.speedinvest.com/team-members/alienor-bosse | https://www.speedinvest.com/team-members/alvaro-perezcano | https://www.speedinvest.com/team-members/anastasiia-grushina | https://www.speedinvest.com/team-members/andrea-zitna | https://www.speedinvest.com/team-members/andreas-schwarzenbrunner | https://www.speedinvest.com/team-members/artem-zhuravlev | https://www.speedinvest.com/team-members/aryan-bhargove | https://www.speedinvest.com/team-members/augustine-groebacher-chen | https://www.speedinvest.com/team-members/callum-burroughs | https://www.speedinvest.com/team-members/cecilia-hoyos | https://www.speedinvest.com/team-members/daniel-keiper-knorr | https://www.speedinvest.com/team-members/daria-gherghelas | https://www.speedinvest.com/team-members/deepali-nangia | https://www.speedinvest.com/team-members/derek-schwung | https://www.speedinvest.com/team-members/estelle-salomon | https://www.speedinvest.com/team-members/florian-obst | https://www.speedinvest.com/team-members/frederik-hagenauer | https://www.speedinvest.com/team-members/heinrich-groller | https://www.speedinvest.com/team-members/hugues-le-maire | https://www.speedinvest.com/team-members/ioanna-chrysanthou | https://www.speedinvest.com/team-members/jeremy-crider | https://www.speedinvest.com/team-members/jeroen-arts | https://www.speedinvest.com/team-members/julien-leze | https://www.speedinvest.com/team-members/laurens-w-a-asamoah | https://www.speedinvest.com/team-members/lawrence-kilian | https://www.speedinvest.com/team-members/liam-mccombe | https://www.speedinvest.com/team-members/lorenz-marek | https://www.speedinvest.com/team-members/lukas-huber | https://www.speedinvest.com/team-members/lukas-slameczka | https://www.speedinvest.com/team-members/lukas-steindl | https://www.speedinvest.com/team-members/marie-helene-ametsreiter | https://www.speedinvest.com/team-members/markus-lang | https://www.speedinvest.com/team-members/martin-laure | https://www.speedinvest.com/team-members/mathilde-valin | https://www.speedinvest.com/team-members/may-britt-mohnke | https://www.speedinvest.com/team-members/melanie-repolust | https://www.speedinvest.com/team-members/miriam-feyer | https://www.speedinvest.com/team-members/muhammad-altamish-farhat | https://www.speedinvest.com/team-members/nina-ehrenreich | https://www.speedinvest.com/team-members/nora-frizberg | https://www.speedinvest.com/team-members/oliver-holle | https://www.speedinvest.com/team-members/patricia-raducan | https://www.speedinvest.com/team-members/paula-schumacher | https://www.speedinvest.com/team-members/philipp-stangl | https://www.speedinvest.com/team-members/rana-abdel-latif | https://www.speedinvest.com/team-members/ranka-teodorovic-milasin | https://www.speedinvest.com/team-members/robert-lang | https://www.speedinvest.com/team-members/sameer-singh | https://www.speedinvest.com/team-members/simone-stasi | https://www.speedinvest.com/team-members/stefan-klestil | https://www.speedinvest.com/team-members/szabina-szogyi | https://www.speedinvest.com/team-members/tara-scholler-burke | https://www.speedinvest.com/team-members/tom-f-lesche | https://www.speedinvest.com/team-members/tyrza-nanlohij | https://www.speedinvest.com/team-members/valerii-mikheev | https://www.speedinvest.com/team-members/varun-rekhi | https://www.speedinvest.com/team-members/vince-stampay-komesz | https://www.speedinvest.com/team-members/werner-zahnt | https://www.speedinvest.com/team-members/will-wells | https://www.speedinvest.com/team-members/wissam-nasreddine | https://www.speedinvest.com/team-members/young-sohn | https://www.speedinvest.com/team-members/zaya-mandakhbayar,https://www.speedinvest.com/ | https://www.speedinvest.com/network-and-portfolio-success | https://www.speedinvest.com/team,https://www.speedinvest.com/kontakt: HTTP Error 404: Not Found | https://www.speedinvest.com/apply: HTTP Error 404: Not Found
SMOK Ventures,https://www.smok.vc/,borys@smok.vc | diana@smok.vc | sasha@smok.vc | smok@smok.vc | sonia@smok.vc | tomasz.koscielniak@smok.vc,,https://www.linkedin.com/company/smok-ventures/ | https://www.linkedin.com/in/sonia-piorek/,https://www.facebook.com/smokventures/,,https://twitter.com/smokvc | https://www.youtube.com/watch?v=L16AdRTbHwk | https://x.com/sony_piorek,https://www.smok.vc/contact-us/,https://www.smok.vc/team/ | https://www.smok.vc/team/borys-musielak/ | https://www.smok.vc/team/dan-bragiel/ | https://www.smok.vc/team/diana-koziarska/ | https://www.smok.vc/team/oleksandr-yatsenko/ | https://www.smok.vc/team/paul-bragiel/ | https://www.smok.vc/team/sonia-piorek-2/ | https://www.smok.vc/team/tomasz-bednarski/ | https://www.smok.vc/team/tomasz-koscielniak/,https://www.smok.vc/ | https://www.smok.vc/contact-us/ | https://www.smok.vc/portfolios/mos-health/ | https://www.smok.vc/team/sonia-piorek-2/,
Index Ventures,https://www.indexventures.com/,press@indexventures.com,+1 415 471 1700 | +41 22 737 0000 | +44 1534 833 404 | +44 20 7154 2020,https://www.linkedin.com/company/index-ventures,,,https://x.com/indexventures,https://www.indexventures.com/contact-us/,https://www.indexventures.com/team/ | https://www.indexventures.com/team/adrianna-ma/ | https://www.indexventures.com/team/ali-fisher-sweet/ | https://www.indexventures.com/team/ana-andreescu/ | https://www.indexventures.com/team/andre-dubois/ | https://www.indexventures.com/team/avron-marcus/ | https://www.indexventures.com/team/bastian-hasslinger/ | https://www.indexventures.com/team/brendan-boyle/ | https://www.indexventures.com/team/carleigh-morba/ | https://www.indexventures.com/team/carlos-gonzalez-cadenas/ | https://www.indexventures.com/team/dan-fougere/ | https://www.indexventures.com/team/danny-rimer/ | https://www.indexventures.com/team/emil-schaefer/ | https://www.indexventures.com/team/eryk-dobrushkin/ | https://www.indexventures.com/team/georgia-stevenson/ | https://www.indexventures.com/team/hannah-seal/ | https://www.indexventures.com/team/isaiah-baril-dore/ | https://www.indexventures.com/team/jacob-jofe/ | https://www.indexventures.com/team/jahanvi-sardana/ | https://www.indexventures.com/team/jan-hammer/ | https://www.indexventures.com/team/joseph-stolerman/ | https://www.indexventures.com/team/julia-andre/ | https://www.indexventures.com/team/juriaan-duizendstraal/ | https://www.indexventures.com/team/katie-scherer/ | https://www.indexventures.com/team/katy-engle/ | https://www.indexventures.com/team/kelly-barton/ | https://www.indexventures.com/team/kelsey-miller/ | https://www.indexventures.com/team/khalehla-nuzum/ | https://www.indexventures.com/team/mark-xu/ | https://www.indexventures.com/team/martin-mignot/ | https://www.indexventures.com/team/michelle-fernandes/ | https://www.indexventures.com/team/mike-volpi/ | https://www.indexventures.com/team/myles-gutenkunst/ | https://www.indexventures.com/team/neil-rimer/ | https://www.indexventures.com/team/nina-achadjian/ | https://www.indexventures.com/team/rebecca-james/ | https://www.indexventures.com/team/sahir-azam/ | https://www.indexventures.com/team/sandra-schwarzer/ | https://www.indexventures.com/team/shardul-shah/ | https://www.indexventures.com/team/simon-cunningham/ | https://www.indexventures.com/team/simon-pastor/ | https://www.indexventures.com/team/sofia-dolfe/ | https://www.indexventures.com/team/stephane-kurgan/ | https://www.indexventures.com/team/sujata-bhatia/ | https://www.indexventures.com/team/susana-rojas/ | https://www.indexventures.com/team/thea-crawshaw/ | https://www.indexventures.com/team/vlad-loktev/ | https://www.indexventures.com/team/weronika-sowa/ | https://www.indexventures.com/team/zack-urlocker/,https://www.indexventures.com/ | https://www.indexventures.com/contact-us/ | https://www.indexventures.com/team/,
Atomico,https://atomico.com/,,,,,,,,,,https://atomico.com/: HTTP Error 429: Too Many Requests | https://atomico.com/contact: HTTP Error 429: Too Many Requests | https://atomico.com/kontakt/: HTTP Error 429: Too Many Requests | https://atomico.com/team/: HTTP Error 429: Too Many Requests | https://atomico.com/team: HTTP Error 429: Too Many Requests
Earlybird Venture Capital,https://earlybird.com/,,,https://www.linkedin.com/company/earlybird-venture-capital,,,https://www.instagram.com/earlybirdvc/?hl=en | https://x.com/EarlybirdVC,https://earlybird.com/contact-us,https://earlybird.com/about-us,https://earlybird.com/ | https://earlybird.com/about-us,https://earlybird.com/team: HTTP Error 404: Not Found | https://earlybird.com/kontakt: HTTP Error 404: Not Found | https://earlybird.com/contact: HTTP Error 404: Not Found
ABB Technology Ventures,https://global.abb/group/en/technology/ventures,,,,,,,https://global.abb/group/en/investors/contact | https://global.abb/group/en/media/contacts | https://new.abb.com/contact-centers | https://new.abb.com/contact/form,https://global.abb/group/en/about | https://global.abb/group/en/about/supplying,https://new.abb.com/contact-centers | https://www.abb.com/global/en/company/ventures,https://www.abb.com/kontakt/: HTTP Error 404: Not Found | https://www.abb.com/team: HTTP Error 404: Not Found
V-Sharp Venture Studio,https://www.vsharp.vc/,,,https://www.linkedin.com/in/michalmensik/ | https://www.linkedin.com/in/radek-musil-87747028/ | https://www.linkedin.com/in/zdeneksoustal/,,,,https://www.vsharp.vc/contact | https://www.vsharp.vc/contact/,,https://www.vsharp.vc/ | https://www.vsharp.vc/contact | https://www.vsharp.vc/contact/ | https://www.vsharp.vc/kontakt/,
Air Ventures,https://www.airventures.eu/,analyst@airventures.eu | info@airventures.eu,,https://www.linkedin.com/company/airvcs/,https://www.facebook.com/airvcs/,,https://www.crunchbase.com/organization/air-ventures-2,,,https://airventures.eu/ | https://airventures.eu/wp-content/plugins/wpb-portfolio/inc/../assets/css/hover-effects.css?ver=1.0,https://airventures.eu/team: HTTP Error 404: Not Found | https://airventures.eu/apply: HTTP Error 404: Not Found | https://airventures.eu/apply/: HTTP Error 404: Not Found
Vesna Capital,https://vesna.capital/,edu@readymag.com | hello@readymag.com | no-reply@readymag.com | support@readymag.com,,,,,,,,https://vesna.capital/,
Neulogy Ventures,https://neulogy.vc/,,,https://www.linkedin.com/company/neulogy-ventures/ | https://www.linkedin.com/in/christianmandl/ | https://www.linkedin.com/in/eranschaert | https://www.linkedin.com/in/lukasalner | https://www.linkedin.com/in/lukasalner/,https://www.facebook.com/NeulogyVentures,,https://twitter.com/Deloitte | https://twitter.com/Jihomoravsky_kr | https://twitter.com/MatsukoCompany/status/1753165444062531670 | https://twitter.com/NeulogyVC | https://twitter.com/NeulogyVC/status/1723081264545006060 | https://twitter.com/NeulogyVC/status/1755369004787458386 | https://twitter.com/NeulogyVC/status/1755369055014240728 | https://twitter.com/NeulogyVC/status/1755665864118964522 | https://twitter.com/NeulogyVC/status/1755665902899466278 | https://twitter.com/NeulogyVC/status/1793931946931962147 | https://twitter.com/OliverDlouhy | https://twitter.com/StartupsCZ | https://twitter.com/brnomycity | https://twitter.com/certn | https://twitter.com/czechcrunch | https://twitter.com/figma | https://twitter.com/hlavenkajiri | https://twitter.com/karelobluk | https://twitter.com/search?q=Persoo | https://twitter.com/search?q=challenge | https://twitter.com/search?q=havelpartners | https://twitter.com/search?q=news | https://twitter.com/search?q=videopodcast | https://twitter.com/trustmaticHQ | https://twitter.com/zigus | https://www.crunchbase.com/organization/neulogy-ventures | https://www.youtube.com/channel/UCU4Z0bJyY3G2W-ECfDwVt6A/videos | https://x.com/trustmaticHQ/status/1722562807768441307/photo/1 | https://x.com/vectary/status/1755247056703156557/video/1,https://neulogy.vc/contact | https://neulogy.vc/contact/,https://neulogy.vc/about-us/ | https://neulogy.vc/team/christian-mandl/ | https://neulogy.vc/team/david-szedely/ | https://neulogy.vc/team/jaroslav-luptak/ | https://neulogy.vc/team/martin-smetana/ | https://neulogy.vc/team/terezia-jacova/,https://neulogy.vc/ | https://neulogy.vc/about-us/ | https://neulogy.vc/portfolio/ | https://neulogy.vc/portfolio/diagnose-me/ | https://neulogy.vc/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.1,
Karma Ventures,https://karma.vc/,,,https://www.linkedin.com/company/karma-ventures/posts/?feedView=all,,,,https://www.karma.vc/contact,https://www.karma.vc/people,https://www.karma.vc/ | https://www.karma.vc/contact,https://www.karma.vc/apply/: HTTP Error 404: Not Found | https://www.karma.vc/kontakt: HTTP Error 404: Not Found | https://www.karma.vc/team: HTTP Error 404: Not Found
Market One Capital,https://moc.vc/,marketing@moc.vc | office@moc.vc,,https://linkedin.com/in/%C5%82ukasz-pawlik/ | https://linkedin.com/in/adam-janczewski-5362995a/?originalSubdomain=pl | https://linkedin.com/in/alexandrostrimis/ | https://linkedin.com/in/alinaprelicz | https://linkedin.com/in/andrew-tkachiv/ | https://linkedin.com/in/arkadiuszwasilonek/ | https://linkedin.com/in/aspalekka/ | https://linkedin.com/in/bardek/ | https://linkedin.com/in/ben-bauer/ | https://linkedin.com/in/butko/ | https://linkedin.com/in/cdkraan/ | https://linkedin.com/in/daniel-wartolowski/ | https://linkedin.com/in/danielkierdal/ | https://linkedin.com/in/emanuel-steininger-749010100/ | https://linkedin.com/in/faldin/ | https://linkedin.com/in/hanno-lippitsch-a9b11957/ | https://linkedin.com/in/jaceklubinski/ | https://linkedin.com/in/jakubzielinski/ | https://linkedin.com/in/jblessin/ | https://linkedin.com/in/josemanuelroldan/ | https://linkedin.com/in/juanrubiolopez/ | https://linkedin.com/in/kosowski/ | https://linkedin.com/in/kpkwiatkowski/ | https://linkedin.com/in/krzysztofchudzik/ | https://linkedin.com/in/ksorger/ | https://linkedin.com/in/kuchar/ | https://linkedin.com/in/leszekzawadzki | https://linkedin.com/in/louiscollarsmith/?originalSubdomain=uk | https://linkedin.com/in/lucaongaro/ | https://linkedin.com/in/luis-garc%C3%ADa-d%C3%ADez-09232a31/ | https://linkedin.com/in/ma%C5%82gorzata-ohme-7b2950208/ | https://linkedin.com/in/maarten-e-546149186/ | https://linkedin.com/in/maciekz/ | https://linkedin.com/in/marcinkurek/ | https://linkedin.com/in/marcinzabielski/ | https://linkedin.com/in/mateuszromanowski/ | https://linkedin.com/in/matthias-laug-b6a91371/ | https://linkedin.com/in/michal-mroczkowski/ | https://linkedin.com/in/mpuetz/ | https://linkedin.com/in/mwozniczko/ | https://linkedin.com/in/nadim-el-manawy/ | https://linkedin.com/in/nuno-rodrigues-b1b31451/ | https://linkedin.com/in/octaviuya | https://linkedin.com/in/oliver-ruschpler-33b43712/ | https://linkedin.com/in/patrykkabaj/ | https://linkedin.com/in/pawel-tatarczuk | https://linkedin.com/in/philipp-braunsberger-a5579067/ | https://linkedin.com/in/plona/ | https://linkedin.com/in/psmol/ | https://linkedin.com/in/ralfwenzel/ | https://linkedin.com/in/rogerllovethom/ | https://linkedin.com/in/rossknap/ | https://linkedin.com/in/ruibento/ | https://linkedin.com/in/savvasgeorgiou/ | https://linkedin.com/in/stefan-feirer-b9a53271/ | https://linkedin.com/in/svengrajetzki/ | https://linkedin.com/in/szymon-pawlik-834b664/ | https://linkedin.com/in/thomjenkins/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAARKyu4BIm5XIUkTM1YTjvkoaTSvoJiCZOo | https://linkedin.com/in/tymczyna/ | https://linkedin.com/in/uwe-h-f-hoelzer-a8a89567/ | https://linkedin.com/in/will-monk-3782a9a8/ | https://linkedin.com/in/wojciechciolko/ | https://linkedin.com/in/wojciechsadowski/ | https://www.linkedin.com/company/m1c/ | https://www.linkedin.com/in/agata-krawiec-rokita/ | https://www.linkedin.com/in/aish-agarwal-5bb0151a/ | https://www.linkedin.com/in/alexander-l-67494b109/ | https://www.linkedin.com/in/alexanderkostadinov/ | https://www.linkedin.com/in/alexanderrlamb/ | https://www.linkedin.com/in/anastasia-lisowska-poland/ | https://www.linkedin.com/in/appert/ | https://www.linkedin.com/in/bartekmajewski/ | https://www.linkedin.com/in/bnyra/ | https://www.linkedin.com/in/borja-balle-b616751b/ | https://www.linkedin.com/in/charlotte-dryander/ | https://www.linkedin.com/in/daniel-arenas-rivera/ | https://www.linkedin.com/in/den-stepanov/ | https://www.linkedin.com/in/hans-juergen-griesbacher/?locale=en_US | https://www.linkedin.com/in/ignacio-gamoneda-lasa-92828167/ | https://www.linkedin.com/in/ignas-survila-b0522718/ | https://www.linkedin.com/in/jakubslusarczyk/ | https://www.linkedin.com/in/julienquintard/?originalSubdomain=fr | https://www.linkedin.com/in/justinas-baranovskis-75283ba0/ | https://www.linkedin.com/in/kamil-w%C4%99gli%C5%84ski-515938192/ | https://www.linkedin.com/in/kamil-warulik-30590713/ | https://www.linkedin.com/in/kestutis-ramoskevicius-47223116/ | https://www.linkedin.com/in/laurynas-jokubaitis-2b460248/ | https://www.linkedin.com/in/lawrence-leuschner-8112776/ | https://www.linkedin.com/in/matas-olendra-0734479b/ | https://www.linkedin.com/in/mateusz-godala/ | https://www.linkedin.com/in/mateuszwaligorski/ | https://www.linkedin.com/in/mathias-mouats-45b14a182/ | https://www.linkedin.com/in/miguel-rasero/ | https://www.linkedin.com/in/mikolaj-kaim-potocki/ | https://www.linkedin.com/in/mindaugasapanavicius | https://www.linkedin.com/in/ncarmont/ | https://www.linkedin.com/in/nico-haltmayer-479523137/ | https://www.linkedin.com/in/oleg-lopeta-49859b1b8/ | https://www.linkedin.com/in/pavelpenchev/ | https://www.linkedin.com/in/przemyslaw-dyderski/ | https://www.linkedin.com/in/quentin-hocquet-27a3224/ | https://www.linkedin.com/in/rafael-suchan/ | https://www.linkedin.com/in/ricardo-ghekiere/ | https://www.linkedin.com/in/sebastian-brenner-925b981/ | https://www.linkedin.com/in/sebastian-riegelbauer/ | https://www.linkedin.com/in/stamirowska/ | https://www.linkedin.com/in/steve-belka%C3%A7emi-9247b3195/ | https://www.linkedin.com/in/wisniewskipiotr/,,,https://twitter.com/KamilWeglinski | https://twitter.com/MMroczkowski | https://twitter.com/jumbojacek | https://twitter.com/kurekmarcin | https://twitter.com/market1capital | https://www.crunchbase.com/organization/market-one-capital,,https://about.ovoko.com/ | https://www.moc.vc/team | https://www.moc.vc/team/anastasia-lisowska | https://www.moc.vc/team/jacek-lubinski | https://www.moc.vc/team/jakub-slusarczyk | https://www.moc.vc/team/kamil-weglinski | https://www.moc.vc/team/marcin-kurek | https://www.moc.vc/team/marcin-zabielski | https://www.moc.vc/team/michal-mroczkowski | https://www.moc.vc/team/mikolaj-kaim | https://www.moc.vc/team/przemyslaw-dyderski,https://www.moc.vc/ | https://www.moc.vc/portfolio | https://www.moc.vc/team,https://www.moc.vc/kontakt: HTTP Error 404: Not Found | https://www.moc.vc/apply/: HTTP Error 404: Not Found
Fil Rouge Capital,https://www.filrougecapital.com/,info@filrougecapital.com | reassessme@filrougecapital.com,,https://www.linkedin.com/company/fil-rouge-capital,https://www.facebook.com/filrougecapital,,https://x.com/filrougecapital,https://apply.filrougecapital.com/client/simpleform/singleentryshort | https://fricv3.filrougecapital.com/apply | https://www.filrougecapital.com/contact,https://www.filrougecapital.com/blog-post/talking-about-being-rejected | https://www.filrougecapital.com/team | https://www.filrougecapital.com/team/ales-pustovrh | https://www.filrougecapital.com/team/ana-bognar | https://www.filrougecapital.com/team/anica-bagaric | https://www.filrougecapital.com/team/biserka-domazet | https://www.filrougecapital.com/team/julien-coustaury | https://www.filrougecapital.com/team/matei-dumitrescu | https://www.filrougecapital.com/team/mili-ibrulj | https://www.filrougecapital.com/team/roger-blott | https://www.filrougecapital.com/team/stevica-kuharski | https://www.filrougecapital.com/team/tihana-vujcic,https://www.filrougecapital.com/ | https://www.filrougecapital.com/contact | https://www.filrougecapital.com/team,https://www.filrougecapital.com/apply/: HTTP Error 404: Not Found
Genesis Capital,https://www.genesis.cz/,genesis@genesis.cz | growth@genesis.cz,+420 271 740 207,,,,,,,https://www.genesis.cz/ | https://www.genesis.cz/kontakt,https://www.genesis.cz/apply: HTTP Error 500: Internal Server Error | https://www.genesis.cz/apply/: HTTP Error 500: Internal Server Error
ARX Equity Partners,https://www.arxequity.com/,praha@arxequity.com | warszawa@arxequity.com,+420 22 423 5399 | 602 451 284 | </span>&nbsp;+48 602 451 284</p> <p><span></span>&nbsp;</p> <p><span>Email:</span> <a href=,,,,,https://www.arxequity.com/contact/,https://www.arxequity.com/about-arx/ | https://www.arxequity.com/team/,https://www.arxequity.com/ | https://www.arxequity.com/contact/ | https://www.arxequity.com/team/,https://www.arxequity.com/apply/: HTTP Error 404: Not Found
Mid Europa Partners,https://www.mideuropa.com/,mideuropa@citigatedewerogerson.com,,https://www.linkedin.com/company/mid-europa-partners,,,,https://mideuropa.com/media-contacts/,https://mideuropa.com/about/ | https://mideuropa.com/about/sectors/ | https://mideuropa.com/about/value-creation/ | https://mideuropa.com/team/,https://mideuropa.com/ | https://mideuropa.com/about/ | https://mideuropa.com/about/value-creation/ | https://mideuropa.com/media-contacts/,https://mideuropa.com/kontakt/: HTTP Error 404: Not Found
Hartenberg Capital,https://www.hartenbergcapital.com/,info@hartenbergcapital.com,+420 245 501 180 | +420245501180,,,,,,https://hartenbergcapital.com/team | https://www.hartenbergcapital.com/about | https://www.hartenbergcapital.com/team,https://www.hartenbergcapital.com/ | https://www.hartenbergcapital.com/team,https://www.hartenbergcapital.com/contact/: HTTP Error 404: Not Found
R2G,https://www.r2g.cz/,,,,,,,,,https://r2g.cz/ | https://r2g.cz/contact/,https://r2g.cz/apply/: HTTP Error 404: Not Found | https://r2g.cz/apply: HTTP Error 404: Not Found | https://r2g.cz/team/: HTTP Error 404: Not Found
PPF Group,https://www.ppf.eu/,info@ppf.cz,,https://linkedin.com/company/ppf,,,https://twitter.com/SkupinaPPF,,,https://www.ppf.eu/,https://www.ppf.eu/contact/: HTTP Error 404: Not Found | https://www.ppf.eu/team/: HTTP Error 404: Not Found | https://www.ppf.eu/apply: HTTP Error 404: Not Found | https://www.ppf.eu/apply/: HTTP Error 404: Not Found
Penta Investments,https://www.pentainvestments.com/,,+35725733104 | +35725733135 | +420 225 101 102 | +420 225 101 110 | +420 704 851 348 | +420225101110 | +420225101160 | +421 2 5 77 88 188 | +421 2 57788 050 | +421 2 57788 111 | +421 918 707 252 | +421257788050 | +421257788111 | +48225023222 | +48225023223,https://www.linkedin.com/company/penta-investments/,https://www.facebook.com/PentaInvestments,,https://www.instagram.com/penta_investments/ | https://www.youtube.com/@PentaInvestmentsOfficial,https://www.pentainvestments.com/en/contacts/,https://www.pentainvestments.com/en/about-us/,https://www.pentainvestments.com/en/ | https://www.pentainvestments.com/en/contacts/,https://www.pentainvestments.com/apply/: HTTP Error 404: Not Found
ESPIRA Investments,https://www.espirainvestments.com/,info@espirainvestments.com,+420 210 111 600 | +420 222 263 815,https://www.linkedin.com/company/espira-investments/,,,https://www.crunchbase.com/organization/espira-investments,,http://www.espirainvestments.com/team/ | https://cvca.cz/en/about-us/ | https://www.espirainvestments.com/team/,https://www.espirainvestments.com/,https://www.espirainvestments.com/apply/: HTTP Error 404: Not Found | https://www.espirainvestments.com/kontakt: HTTP Error 404: Not Found | https://www.espirainvestments.com/apply: HTTP Error 404: Not Found | https://www.espirainvestments.com/contact: HTTP Error 404: Not Found
Národní rozvojová banka,https://www.nrb.cz/,info@nrb.cz,255 721 111 | 255721111,https://www.linkedin.com/company/nrbcz/,https://www.facebook.com/NRBCZ,,https://twitter.com/NRBCZ | https://www.youtube.com | https://www.youtube.com/channel/UCmDn5B_53LvDDtIi91THS0w,,https://www.nrb.cz/en/about-the-bank/,https://www.nrb.cz/ | https://www.nrb.cz/o-nas/ | https://www.nrb.cz/o-nas/o-nrb/ | https://www.nrb.cz/o-nas/o-nrb/na-prodej-2/,https://www.nrb.cz/apply: HTTP Error 404: Not Found
